Bill,Bill Long Title,Last Action Date,Year,Sponsor,Sponsor District,Co-Sponsor,Co-Sponsor District,Last Action,Last Activity Comments,General assembly,Session,Bill String,LR Number
HB 4,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Revenue and Department of Transportation",6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,CCS SCS HCS HB 4,0004H.05T
HB 5,"Appropriates money for the expenses, grants, refunds, and distributions of the Office of Administration, Department of Transportation, and Department of Public Safety",6/30/17,2017,"Fitzpatrick, Scott",158,,,Vetoed in Part by Governor (G),,99,First regular,CCS SCS HCS HB 5,0005H.05T
HB 6,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Agriculture, Department of Natural Resources, and Department of Conservation",6/30/17,2017,"Fitzpatrick, Scott",158,,,Vetoed in Part by Governor (G),,99,First regular,CCS SCS HCS HB 6,0006H.05T
HB 7,"Appropriates money for the departments of Economic Development; Insurance, Financial Institutions and Professional Registration; and Labor and Industrial Relations",6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,CCS SCS HCS HB 7,0007H.05T
HB 8,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Public Safety ",6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,CCS SCS HCS HB 8,0008H.05T
HB 9,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Corrections ",6/30/17,2017,"Fitzpatrick, Scott",158,,,Vetoed in Part by Governor (G),,99,First regular,CCS SCS HCS HB 9,0009H.05T
HB 10,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Mental Health, Board of Public Buildings, and Department of Health and Senior Services",6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,CCS SCS HCS HB 10,0010H.05T
HB 11,"Appropriates money for the expenses, grants, and distributions of the Department of Social Services ",6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,CCS SCS HCS HB 11,0011H.05T
HB 12,"Appropriates money for the expenses, grants, refunds, and distributions of statewide elected officials, the Judiciary, Office of the State Public Defender, and General Assembly",6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,CCS SCS HCS HB 12,0012H.05T
HB 13,Appropriates money for real property leases and related services  ,6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,SCS HCS HB 13,0013S.04T
HB 14,To appropriate money for supplemental purposes for the several departments and offices of state government,5/8/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,SCS HCS HB 14,0014S.03T
HB 17,To appropriate money for capital improvement and other purposes for the several departments of state government,6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,CCS SCS HCS HB 17,0017H.04T
HB 18,"To appropriate money for purposes for the several departments and offices of state government; for projects involving the maintenance, repair, replacement, and improvement of state buildings and facilities",6/30/17,2017,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,First regular,SCS HCS HB 18,0018S.04T
HB 34,Changes the laws regarding the Uniform Commercial Code to adopt the current version of Articles 1 and 7,5/8/17,2017,"Plocher, Dean",89,,,Delivered to Secretary of State (G),,99,First regular,HB 34,0055H.02T
HB 50,Changes division designations for circuit and associate courts in the Sixteenth Judicial Circuit ,7/5/17,2017,"Roeber, Rebecca",34,,,Delivered to Secretary of State (G),,99,First regular,SCS HCS HB 50,0138S.03T
HB 51,Authorizes county commissions that oversee cemetery funds to utilize investment managers,6/21/17,2017,"Andrews, Allen",1,,,Delivered to Secretary of State (G),,99,First regular,SCS HB 51,0481S.02T
HB 93,Changes the laws regarding job training,7/5/17,2017,"Lauer, Jeanie",32,,,Delivered to Secretary of State (G),,99,First regular,SS SCS HB 93,0086S.04T
HB 115,Modifies provisions relating to the sale of intoxicating liquor in airports,7/11/17,2017,"Shull, Noel J",16,,,Delivered to Secretary of State (G),,99,First regular,SS SCS HCS HB 115,0485S.08T
HB 130,Enacts provisions relating to transportation network companies,4/24/17,2017,"Mathews, Kirk",110,,,Delivered to Secretary of State (G),,99,First regular,SS#2 SCS HCS HB 130,0590S.07T
HB 151,Requires the department of revenue to issue REAL ID compliant driver's licenses unless the applicant requests a license that is not compliant with the REAL ID Act,6/13/17,2017,"Corlew, Kevin",14,,,Delivered to Secretary of State (G),,99,First regular,SS#2 HCS HB 151,0401S.05T
HB 153,Modifies provisions relating to expert witnesses,3/28/17,2017,"Corlew, Kevin",14,,,Delivered to Secretary of State (G),,99,First regular,HB 153,0381H.01T
HB 190,Allows community college police officers to establish regulations to control vehicular traffic on any thoroughfare owned or maintained by the college,6/21/17,2017,"Conway, Kathie",104,,,Delivered to Secretary of State (G),,99,First regular,HCS HBs 190 & 208,0105H.02T
HB 292,Changes the laws regarding powers of banks,7/11/17,2017,"Crawford, Sandy",129,,,Delivered to Secretary of State (G),,99,First regular,SS SCS HCS HB 292,0685S.08T
HB 292,Changes the laws regarding powers of banks,7/11/17,2017,"Crawford, Sandy",228,,,Delivered to Secretary of State (G),,99,First regular,SS SCS HCS HB 292,0685S.08T
HB 336,"Provides that riders, endorsements, and amendments to life insurance policies may contain suicide exclusions or limitations",7/5/17,2017,"Shull, Noel J",16,,,Delivered to Secretary of State (G),,99,First regular,HB 336,0905H.01T
HB 339,Modifies provisions relating to tort claims,7/5/17,2017,"DeGroot, Bruce",101,,,Delivered to Secretary of State (G),,99,First regular,SS SCS HCS HBs 339 & 714,0981S.05T
HB 451,"Specifies that a change in population shall not remove a city, county, or political subdivision from the operation of a law",7/7/17,2017,"Austin, Kevin",136,,,Delivered to Secretary of State (G),,99,First regular,HCS HB 451,1121H.02T
HB 452,"Modifies definitions of ""employee"" and ""physician employee"" in actions against health care providers for personal injury or death",6/30/17,2017,"Austin, Kevin",136,,,Delivered to Secretary of State (G),,99,First regular,SS HCS HB 452,1145S.03T
HB 662,Changes the laws regarding the misuse of herbicides,3/31/17,2017,"Rone, Don",149,,,Delivered to Secretary of State (G),,99,First regular,SCS HCS HB 662,0071S.08T
HB 850,Changes the law regarding military complaints against a commanding officer in the National Guard,7/14/17,2017,"Davis, Charlie",162,,,Vetoed by Governor (G),,99,First regular,HB 850,1784H.01T
HB 1194,Prohibits political subdivisions from requiring a minimum wage that exceeds the requirements of state law,7/14/17,2017,"Chipman, Jason",120,,,"Gov Took no Action, Sent to Sec of State/Article 3 Sec 31(H)",,99,First regular,SS#2 HCS HBs 1194 & 1193,2328S.09T
HCB 3,Modifies provisions relating to funds for vulnerable senior citizens,9/13/17,2017,"Fitzpatrick, Scott",158,,,Veto Override Failed (G),,99,First regular,SS HCB 3,2360S.03T
HCR 4,Disapproves the salary recommendations of the Missouri Citizens Commission on Compensation for Elected Officials,2/15/17,2017,"Bernskoetter, Mike",59,,,Delivered to Secretary of State (G),,99,First regular,HCR 4,0945H.01T
HCR 19,Authorizes the issuance of public bonds for half of the financing of a new conservatory building at UMKC,6/29/17,2017,"Shull, Noel J",16,,,Vetoed by Governor (G),,99,First regular,HCS HCR 19,0778H.07T
SB 8,Modifies the law relating to flashing lights on motor vehicles and equipment,6/28/17,2017,"Munzlinger, Brian",218,,,Delivered to Secretary of State (G),,99,First regular,CCS SB 8,0101S.03T
SB 16,Exempts delivery charges from sales and use taxes,7/5/17,2017,"Kraus, Will",208,,,Delivered to Secretary of State (G),,99,First regular,SS SCS SB 16,0031S.04T
SB 19,Creates new provisions of law relating to labor organizations,2/6/17,2017,"Brown, Dan",216,,,Approved by Governor (G),,99,First regular,SS#2 SB 19,0269S.05T
SB 31,"Modifies provisions relating to the collateral source rule and provides that parties may introduce evidence of the actual cost, rather than the value, of the medical care rendered",7/5/17,2017,"Emery, Ed",231,,,Delivered to Secretary of State (G),,99,First regular,SS SB 31,0503S.02T
SB 34,Creates and modifies provisions relating to criminal offenses,7/6/17,2017,"Cunningham, Mike",233,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SS SB 34,0089S.07T
SB 35,Changes the law regarding state purchases of land,7/10/17,2017,"Cunningham, Mike",233,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SS SB 35,0090S.09T
SB 43,Modifies the law relating to unlawful discrimination,7/5/17,2017,"Romine, Gary",203,,,Delivered to Secretary of State (G),,99,First regular,SS#2 SCS SB 43,0524S.07T
SB 49,Modifies provisions relating to county sales taxes for zoological organizations,7/10/17,2017,"Walsh, Gina",213,,,Delivered to Secretary of State (G),,99,First regular,SS SCS SB 49,0432S.05T
SB 50,Modifies several provisions relating to health care and establishes the Advance Health Care Directive Registry,7/10/17,2017,"Walsh, Gina",213,,,Delivered to Secretary of State (G),,99,First regular,CCS SB 50,0419S.05T
SB 52,Creates several provisions relating to suicide awareness and prevention,7/7/17,2017,"Nasheed, Jamilah",205,,,Delivered to Secretary of State (G),,99,First regular,SCS SB 52,0715S.02T
SB 62,Modifies provisions related to various pension systems,7/14/17,2017,"Hegeman, Dan",212,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SS SB 62,0457S.09T
SB 64,Designates roads and bridges,7/12/17,2017,,,,,Delivered to Secretary of State (G),,99,First regular,CCS SB 64,0431S.02T
SB 65,Exempts vessels propelled by outboard jet motors and vessels not originally manufactured with adequate guards or railing from the provisions prohibiting passengers from riding in certain areas of a boat,7/14/17,2017,"Schatz, Dave",226,,,Vetoed by Governor (G),,99,First regular,SB 65,0251S.01T
SB 66,Modifies provisions relating to workers' compensation,7/5/17,2017,"Schatz, Dave",226,,,Delivered to Secretary of State (G),,99,First regular,HCS SS SCS SB 66,0250H.06T
SB 88,Establishes a two year statute of limitations for claims of malpractice or negligence against veterinarians,7/5/17,2017,"Brown, Dan",216,,,Delivered to Secretary of State (G),,99,First regular,SCS SB 88,0367S.02T
SB 95,Extends the expiration date on a provision that allows counties to decrease their annual budgets,7/7/17,2017,,,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SB 95,0355S.03T
SB 108,Grants reemployment rights to members of the military,6/14/17,2017,"Romine, Gary",203,,,Delivered to Secretary of State (G),,99,First regular,SCS SB 108,0514S.02T
SB 111,Changes the law regarding public administrators,7/12/17,2017,"Hegeman, Dan",212,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SB 111,0441S.04T
SB 112,Changes the laws regarding political subdivisions,7/12/17,2017,"Schatz, Dave",226,,,Delivered to Secretary of State (G),,99,First regular,CCS#2 HCS SCS SB 112,0169S.09T
SB 128,Modifies various provisions regarding judicial proceedings,7/14/17,2017,"Dixon, Bob",230,,,Vetoed by Governor (G),,99,First regular,CCS SCS#2 SB 128,0528S.05T
SB 139,Modifies provisions relating to health care,7/5/17,2017,"Sater, David",229,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SCS SB 139,0471S.05T
SB 160,Modifies provisions relating to child protection,6/22/17,2017,"Sater, David",229,,,Delivered to Secretary of State (G),,99,First regular,HCS SS SCS SB 160,0346H.04T
SB 161,Establishes the Ozark Exploration Bicentennial Commission,6/20/17,2017,"Sater, David",229,,,Delivered to Secretary of State (G),,99,First regular,HCS SCS SB 161,0562H.03T
SB 182,Modifies provisions of law relating to project labor agreements,5/30/17,2017,"Onder, Bob",202,,,Delivered to Secretary of State (G),,99,First regular,SS SB 182,0676S.02T
SB 222,Modifies provisions relating to motorized vehicles,6/28/17,2017,"Riddle, Jeanie",210,,,Delivered to Secretary of State (G),,99,First regular,CCS SB 222,0469S.03T
SB 225,Modifies provisions relating to transportation,6/29/17,2017,"Schatz, Dave",226,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SB 225,0915S.04T
SB 240,Creates a statewide license for electrical contractors,6/29/17,2017,"Schatz, Dave",226,,,Delivered to Secretary of State (G),,99,First regular,SCS SB 240,1045S.03T
SB 248,Repeals the expiration date for tax refund contributions to the Organ Donor Program Fund,6/20/17,2017,"Kraus, Will",208,,,Delivered to Secretary of State (G),,99,First regular,SB 248,1190S.01T
SB 279,Adds certain forms to the list of documents sufficient to demonstrate eligibility for a veteran designation on an applicant's driver's license or non-driver identification card,6/14/17,2017,"Kraus, Will",208,,,Delivered to Secretary of State (G),,99,First regular,SCS SB 279,1191S.05T
SB 283,Modifies provisions relating to political subdivisions,7/12/17,2017,"Hegeman, Dan",212,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SB 283,1203S.05T
SB 322,Designates the USMA Cadet Thomas M. Surdyke Memorial Highway,6/29/17,2017,"Wieland, Paul",222,,,Delivered to Secretary of State (G),,99,First regular,SCS SB 322,0847S.03T
SB 329,Modifies provisions relating to motor vehicle franchise practices,7/12/17,2017,"Kehoe, Mike",206,,,Delivered to Secretary of State (G),,99,First regular,SB 329,1559S.01T
SB 376,Designates the Missouri historical dog and wonder dog  ,6/26/17,2017,"Hoskins, Denny",221,,,Delivered to Secretary of State (G),,99,First regular,SB 376,1709S.01T
SB 395,Modifies provisions relating to the practice of public accounting,6/26/17,2017,"Hoskins, Denny",221,,,Delivered to Secretary of State (G),,99,First regular,SB 395,1632S.01T
SB 421,Modifies provisions relating to the conveyance of state property,7/5/17,2017,,,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SCS SB 421,1876S.06T
SB 486,Authorizes the conveyance of a certain state property located in Cole County to the City of Jefferson,7/12/17,2017,"Kehoe, Mike",206,,,Delivered to Secretary of State (G),,99,First regular,SB 486,2188S.01T
SB 501,Modifies provisions relating to health care,7/14/17,2017,,,,,Delivered to Secretary of State (G),,99,First regular,CCS HCS SB 501,2231S.03T
SB 503,Modifies provisions relating to emergency services,7/12/17,2017,"Munzlinger, Brian",218,,,Delivered to Secretary of State (G),,99,First regular,CCS SB 503,2199S.02T
SCR 4,Applies to Congress for the calling of an Article V convention of states to propose certain amendments to the United States Constitution which place limits on the federal government,5/22/17,2017,"Kehoe, Mike",206,,,Signed by House Speaker(H),,99,First regular,SCR 4,1141S.01T
HB 1,Gives the public service commission authority to approve certain special utility rates for an aluminum smelting facility or a steel works facility under certain circumstances,6/19/17,2017,"Rone, Don",149,,,Delivered to Secretary of State (G),,99,First extraordinary,HCS HB 1,2415H.02T
SB 5,Modifies laws relating to abortion,7/26/17,2017,"Koenig, Andrew",215,,,Delivered to Secretary of State (G),,99,Second extraordinary,HCS SS SB 5,2440H.07T
HB 1246,Requires the Department of Public Safety to develop human trafficking hotline posters,3/5/18,2018,"Pike, Patricia",126,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 1246,4337H.04T
HB 1250,"Establishes the Missouri Fiduciary Access to Digital Assets Act, which allows fiduciaries to access electronic records of the account holder",6/1/18,2018,"Plocher, Dean",89,,,Delivered to Secretary of State (G),,99,Second regular,SCS HB 1250,4128S.02T
HB 1252,Changes the law regarding low-dose mammography screening,6/1/18,2018,"Plocher, Dean",89,,,Delivered to Secretary of State (G),,99,Second regular,HB 1252,4115H.01T
HB 1268,"Allows the Missouri Dental Board to issue dental faculty permits to individuals who are employed by accredited dental schools, colleges, or programs in Missouri",6/29/18,2018,"Lichtenegger, Donna",146,,,Delivered to Secretary of State (G),,99,Second regular,SCS HCS HB 1268,4125S.06T
HB 1286,Modifies provisions of law relating to the detonation of explosives and actions for private nuisances brought against certain permittees,6/1/18,2018,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,99,Second regular,SCS HCS HB 1286,4486S.03T
HB 1288,Extends the sunset for the Champion for Children Tax Credit and modifies provisions of a tax credit for donations to maternity homes,6/26/18,2018,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,99,Second regular,"SS#2 SCS HCS HBs 1288, 1377 & 2050",4663S.06T
HB 1291,Revises the definition of counties exempt from certain requirements of the county special road and bridge tax,7/5/18,2018,"Henderson, Mike",117,,,Delivered to Secretary of State (G),,99,Second regular,CCS SS SCS HB 1291,4497H.05T
HB 1350,Modifies provisions relating to criminal history records,6/29/18,2018,"Smith, Cody",163,,,Delivered to Secretary of State (G),,99,Second regular,CCS SS SCS HB 1350,4530H.08T
HB 1355,Allows retired police officers to return to work when a disaster or emergency has been proclaimed by the governor or there is a national disaster,6/1/18,2018,"Phillips, Don",138,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HB 1355,4829S.04T
HB 1364,Modifies provisions relating to hazardous waste fees paid to the Missouri Emergency Response Commission,6/1/18,2018,"Kidd, Bill",20,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HCS HB 1364,4591S.06T
HB 1388,Modifies provisions relating to certain sports contests,6/29/18,2018,"Gregory, David",96,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HCS HB 1388,4196S.08T
HB 1413,Requires authorization for certain labor unions to use dues and fees to make political contributions and requires consent for withholding earnings from paychecks,6/1/18,2018,"Taylor, Jered",139,,,Delivered to Secretary of State (G),,99,Second regular,SS#2 SCS HB 1413,4637S.14T
HB 1415,Allows teachers to count hours spent in externships with local businesses as professional development hours,7/10/18,2018,"Lauer, Jeanie",32,,,Delivered to Secretary of State (G),,99,Second regular,SS HB 1415,4033S.02T
HB 1428,Allows the county commission of noncharter counties to appoint persons to vacated county elected offices.,6/1/18,2018,"Muntzel, Dave",48,,,Delivered to Secretary of State (G),,99,Second regular,HB 1428,4049H.01T
HB 1446,Modifies provisions relating to non-election successions in certain political subdivisions,6/1/18,2018,"Eggleston, J.",2,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HB 1446,4467S.09T
HB 1456,Changes the laws regarding 911 emergency communication services,7/6/18,2018,"Lauer, Jeanie",32,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HCS HB 1456,4845S.12T
HB 1460,Authorizes a tax deduction for any prize or award won by an Olympic medalist,5/30/18,2018,"Evans, Jean",99,,,Delivered to Secretary of State (G),,99,Second regular,SS#2 HB 1460,4687S.06T
HB 1461,Modifies provisions relating to the Address Confidentiality Program,6/1/18,2018,"Anderson, Sonya",131,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 1461,5046H.02T
HB 1465,Modifies various provisions relating to degree offerings at public institutions of higher education,6/1/18,2018,"Cookson, Steve",153,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HB 1465,5132S.03T
HB 1469,"Modifies provisions of the Missouri military code by changing the name of the ""Missouri reserve military force"" to the ""Missouri state defense force""",6/1/18,2018,"Davis, Charlie",162,,,Delivered to Secretary of State (G),,99,Second regular,HB 1469,4237H.01T
HB 1484,Changes the laws regarding the requirements for the operation of a bingo game ,6/1/18,2018,"Brown, Wanda",57,,,Delivered to Secretary of State (G),,99,Second regular,HB 1484,5112H.01T
HB 1492,Changes the law regarding the Show-Me Heroes program,6/1/18,2018,"Lynch, Steve",122,,,Delivered to Secretary of State (G),,99,Second regular,HB 1492,4809H.01T
HB 1500,Modifies provisions relating to the practice of cosmetology and barbering,6/1/18,2018,"Dogan, Shamed",98,,,Delivered to Secretary of State (G),,99,Second regular,SS#2 SCS HCS HB 1500,5205S.12T
HB 1503,Establishes a fund for providing state-guaranteed small business loans to veterans. ,6/1/18,2018,"Dohrman, Dean",51,,,Delivered to Secretary of State (G),,99,Second regular,SCS HCS#2 HB 1503,4511S.07T
HB 1504,Requires certain counties to adopt ordinances regulating land use around National Guard training centers. ,6/1/18,2018,"Reiboldt, Bill",160,,,Delivered to Secretary of State (G),,99,Second regular,SS HB 1504,4247S.02T
HB 1516,Specifies that licensed chiropractic physicians may treat and be reimbursed for conditions currently reimbursed under MO HealthNet,7/5/18,2018,"Wiemann, John",103,,,Delivered to Secretary of State (G),,99,Second regular,HB 1516,4120H.02T
HB 1517,Requires the attorney general and the commissioner of administration to submit to the general assembly a monthly report of all settlements and judgments paid from the state legal expense fund,6/26/18,2018,"McCann Beatty, Gail",26,,,Delivered to Secretary of State (G),,99,Second regular,HB 1517,4326H.01T
HB 1531,Modifies provisions relating to civil proceedings,6/1/18,2018,"DeGroot, Bruce",101,,,Delivered to Secretary of State (G),,99,Second regular,SS HB 1531,4988S.05T
HB 1558,Creates the offense of nonconsensual dissemination of private sexual images,6/1/18,2018,"Neely, Jim",8,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HB 1558,5278S.03T
HB 1606,Modifies provisions relating to elementary and secondary education,7/13/18,2018,"Gannon, Elaine",115,,,Delivered to Secretary of State (G),,99,Second regular,SS HCS HB 1606,5095S.06T
HB 1617,Modifies provisions relating to telehealth,6/1/18,2018,"Barnes, Jay",60,,,Delivered to Secretary of State (G),,99,Second regular,SS#3 SCS HCS HB 1617,4389S.04T
HB 1625,"Establishes the Missouri Senior Farmers' Market Nutrition Program to provide low-income seniors with fresh, Missouri-grown produce",6/1/18,2018,"Morris, Lynn",140,,,Delivered to Secretary of State (G),,99,Second regular,HB 1625,4986H.02T
HB 1635,Modifies mandated reporting requirements for sexual assault victims in long-term care facilities ,6/1/18,2018,"Bernskoetter, Mike",59,,,Delivered to Secretary of State (G),,99,Second regular,SCS HCS HB 1635,5462S.03T
HB 1646,Modifies provisions relating to landowners' obligation to control brush adjacent to county roads,6/1/18,2018,"Eggleston, J.",2,,,Delivered to Secretary of State (G),,99,Second regular,HB 1646,5425H.01T
HB 1665,Establishes a visiting scholars certificate of license to teach,6/1/18,2018,"Swan, Kathryn",147,,,Delivered to Secretary of State (G),,99,Second regular,HB 1665,4900H.01T
HB 1690,Modifies provision of the Missouri life and health insurance guarantee act.,6/1/18,2018,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 1690,5490H.03T
HB 1713,Modifies provisions relating to the Missouri Adoptee Rights Act,6/29/18,2018,"Phillips, Don",138,,,Delivered to Secretary of State (G),,99,Second regular,SCS HCS HB 1713,5090S.03T
HB 1719,Modifies provisions relating to professional registration,6/1/18,2018,"Grier, Derek",100,,,Delivered to Secretary of State (G),,99,Second regular,CCS SS SCS HB 1719,4489H.05T
HB 1729,Repeals provisions relating to prevailing wages on public works,7/13/18,2018,"Justus, Jeffery",156,,,Delivered to Secretary of State (G),,99,Second regular,"SS HCS HBs 1729, 1621 & 1436",4813S.11T
HB 1744,Modifies the A+ Schools Program by removing the requirement that the student's attendance of public high school occur in the three years immediately prior to graduation,6/1/18,2018,"Hansen, Jim",40,,,Delivered to Secretary of State (G),,99,Second regular,SS HB 1744,5478S.03T
HB 1769,Establishes the offense of filing false documents,6/1/18,2018,"Mathews, Kirk",110,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HB 1769,4534S.04T
HB 1796,Establishes the First-Time Home Buyer Savings Account Act and authorizes a tax deduction for contributions to a savings account dedicated to buying a first home,7/13/18,2018,"Ruth, Becky",114,,,Delivered to Secretary of State (G),,99,Second regular,SS#2 HCS HB 1796,5281S.08T
HB 1797,Establishes the Nuclear Power Plant Security Guard Act,6/1/18,2018,"Fitzwater, Travis",49,,,Delivered to Secretary of State (G),,99,Second regular,SCS HB 1797,5155S.03T
HB 1809,Changes the laws regarding the Bi-state Metropolitan Development District compact by adding Franklin County,6/1/18,2018,"Tate, Nate",119,,,Delivered to Secretary of State (G),,99,Second regular,HB 1809,5569H.01T
HB 1831,Changes the laws regarding the sales tax holiday that occurs in early August by adding an exemption for disposable diapers,6/22/18,2018,"Ruth, Becky",114,,,Delivered to Secretary of State (G),,99,Second regular,HB 1831,5458H.01T
HB 1832,Changes merchandising practices and credit user protection law and creates the offenses of defacing a credit card reader and illegal use of a card scanner,6/1/18,2018,"Cornejo, Robert",64,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HB 1832,5497S.04T
HB 1838,Authorizes the conveyance of certain state property,6/1/18,2018,"Bernskoetter, Mike",59,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HB 1838,5560S.03T
HB 1858,Requires the Department of Revenue to feature a map of all special taxing districts on its website,6/1/18,2018,"Christofanelli, Phil",105,,,Delivered to Secretary of State (G),,99,Second regular,CCS SS HB 1858,5230H.04T
HB 1872,Establishes a grant program for the installation of broadband internet service,6/1/18,2018,"Johnson, Delus",9,,,Delivered to Secretary of State (G),,99,Second regular,SS HCS HB 1872,5686S.10T
HB 1879,Changes the laws regarding financial transactions by public entities,6/1/18,2018,"Fraker, Lyndall",137,,,Delivered to Secretary of State (G),,99,Second regular,CCS SS SCS HCS HB 1879,5493H.09T
HB 1880,Declares the intent of the general assembly to facilitate and encourage development of fiber optic infrastructure by rural electric cooperatives,6/1/18,2018,"Trent, Curtis",133,,,Delivered to Secretary of State (G),,99,Second regular,SS#2 SCS HB 1880,5670S.05T
HB 1887,Prohibits a property owners' association from preventing a property owner from placing political signs on his or her property,6/1/18,2018,"Bahr, Kurt",102,,,Delivered to Secretary of State (G),,99,Second regular,HB 1887,5102H.01T
HB 1953,Relates in dissemination of information on the treatment of certain diseases.,7/5/18,2018,"Neely, Jim",8,,,Delivered to Secretary of State (G),,99,Second regular,SS HB 1953,5656S.02T
HB 1991,Modifies provisions relating to wireless facilities and related infrastructure,6/1/18,2018,"Rhoads, Shawn",154,,,Delivered to Secretary of State (G),,99,Second regular,SS SCS HCS HB 1991,5710S.08T
HB 2001,Appropriates money to the Board of Fund Commissioners,6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,HCS HB 2001,2001H.02T
HB 2002,"Appropriates money for the expenses, grants, refunds, and distributions of the State Board of Education and Department of Elementary and Secondary Education",9/12/18,2018,"Fitzpatrick, Scott",158,,,Reported to the Senate (S),,99,Second regular,CCS SCS HCS HB 2002,2002H.05T
HB 2003,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Higher Education",6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,CCS SCS HCS HB 2003,2003H.05T
HB 2004,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Revenue and Department of Transportation",6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,CCS SCS HCS HB 2004,2004H.06T
HB 2005,"Appropriates money for the expenses, grants, refunds, and distributions of the Office of Administration, Department of Transportation, and Department of Public Safety",9/12/18,2018,"Fitzpatrick, Scott",158,,,Reported to the Senate (S),,99,Second regular,CCS SCS HCS HB 2005,2005H.05T
HB 2006,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Agriculture, Department of Natural Resources, and Department of Conservation",6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,CCS SCS HCS HB 2006,2006H.05T
HB 2007,"Appropriates money for the departments of Economic Development; Insurance, Financial Institutions and Professional Registration; and Labor and Industrial Relations",6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,CCS SCS HCS HB 2007,2007H.05T
HB 2008,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Public Safety ",9/12/18,2018,"Fitzpatrick, Scott",158,,,Veto Override Failed (G),,99,Second regular,CCS SCS HCS HB 2008,2008H.05T
HB 2009,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Corrections ",6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,CCS SCS HCS HB 2009,2009H.05T
HB 2010,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Mental Health, Board of Public Buildings, and Department of Health and Senior Services",9/12/18,2018,"Fitzpatrick, Scott",158,,,Reported to the Senate (S),,99,Second regular,CCS SS SCS HCS HB 2010,2010H.06T
HB 2011,"Appropriates money for the expenses, grants, and distributions of the Department of Social Services ",6/29/18,2018,"Fitzpatrick, Scott",158,,,Delivered to Secretary of State (G),,99,Second regular,CCS SCS HCS HB 2011,2011H.06T
